CustomerID,order_count,total_spend,avg_order_value
17975,13,4483.26,344.86615384615385
14426,10,4481.67,448.16700000000003
12627,7,4478.53,639.79
17364,11,4462.68,405.69818181818187
16984,2,4459.52,2229.76
13069,24,4431.44,184.64333333333332
14085,18,4421.29,245.62722222222223
15955,14,4416.26,315.44714285714286
16626,17,4413.1,259.59411764705885
15874,7,4405.88,629.4114285714286
14534,18,4397.3,244.29444444444445
12712,13,4396.13,338.1638461538462
13505,4,4393.63,1098.4075
12752,1,4366.78,4366.78
16945,19,4345.5,228.71052631578948
14016,4,4341.21,1085.3025
14800,12,4331.79,360.9825
17567,8,4331.48,541.435
18251,1,4314.72,4314.72
12347,7,4310.0,615.7142857142857
17937,7,4301.22,614.46
15034,8,4274.16,534.27
14422,6,4263.64,710.6066666666667
12500,11,4257.82,387.07454545454544
17419,12,4226.57,352.21416666666664
14525,9,4215.9,468.4333333333333
15804,13,4206.39,323.5684615384616
15971,12,4199.85,349.9875
12747,11,4196.01,381.4554545454546
14146,5,4191.0,838.2
14277,3,4188.0,1396.0
12949,8,4167.22,520.9025
13384,7,4151.93,593.1328571428572
15570,12,4148.82,345.73499999999996
13988,6,4147.96,691.3266666666667
12569,32,4124.6900000000005,128.89656250000002
17920,17,4119.5,242.3235294117647
16592,16,4113.68,257.105
13555,4,4098.88,1024.72
16401,12,4098.32,341.52666666666664
18041,21,4097.37,195.11285714285714
16670,11,4095.9,372.3545454545455
12749,5,4090.88,818.176
14092,14,4076.9100000000003,291.20785714285716
12449,4,4067.29,1016.8225
17377,20,4058.32,202.916
18087,2,4055.7200000000003,2027.8600000000001
14401,13,4051.48,311.6523076923077
12656,5,4051.17,810.234
16549,10,4034.9,403.49
13815,4,4027.36,1006.84
15514,11,4023.7200000000003,365.7927272727273
17940,10,4020.04,402.004
12957,8,4017.54,502.1925
12867,7,4009.34,572.7628571428571
12378,1,4008.62,4008.62
16186,12,4006.94,333.9116666666667
12841,25,3991.58,159.6632
17001,11,3989.57,362.6881818181818
15416,4,3984.32,996.08
12779,8,3981.36,497.67
12727,7,3980.7,568.6714285714286
14547,8,3974.75,496.84375
14299,9,3965.62,440.6244444444444
13523,5,3964.88,792.976
15529,11,3962.6,360.23636363636365
17611,15,3961.12,264.07466666666664
13183,9,3957.78,439.75333333333333
17769,10,3957.4300000000003,395.74300000000005
17651,10,3945.0,394.5
12473,5,3928.05,785.61
17593,5,3923.86,784.772
14739,7,3902.28,557.4685714285714
13999,12,3901.8100000000004,325.15083333333337
14291,11,3883.25,353.02272727272725
15195,1,3861.0,3861.0
18073,12,3859.82,321.6516666666667
12662,11,3849.78,349.98
16717,6,3843.08,640.5133333333333
13266,12,3834.2599999999998,319.52166666666665
17091,9,3827.76,425.3066666666667
16327,6,3820.27,636.7116666666667
12755,2,3811.9500000000003,1905.9750000000001
12597,4,3811.22,952.805
15867,15,3810.14,254.00933333333333
13435,7,3809.89,544.27
12668,4,3807.15,951.7875
16145,11,3799.49,345.4081818181818
16655,6,3789.52,631.5866666666667
16168,27,3787.6,140.28148148148148
16019,9,3786.24,420.6933333333333
12562,7,3781.74,540.2485714285714
17173,8,3766.6000000000004,470.82500000000005
13124,3,3756.33,1252.11
12429,4,3750.4,937.6
14145,4,3742.2,935.55
13552,12,3740.07,311.6725
16570,10,3738.4,373.84000000000003
12502,5,3723.87,744.774
12647,12,3722.82,310.235
13680,4,3719.12,929.78
17238,17,3719.1,218.7705882352941
16240,2,3718.8,1859.4
14364,8,3717.35,464.66875
15845,8,3711.77,463.97125
15622,9,3709.56,412.17333333333335
17819,7,3704.87,529.2671428571429
15379,7,3703.29,529.0414285714286
14282,15,3701.44,246.76266666666666
12553,10,3692.28,369.228
16253,2,3683.86,1841.93
13148,12,3683.26,306.93833333333333
15581,13,3675.77,282.7515384615385
15296,6,3672.86,612.1433333333333
16904,16,3653.75,228.359375
15808,4,3651.2700000000004,912.8175000000001
12417,9,3649.1,405.4555555555555
13426,10,3641.32,364.132
12619,9,3641.24,404.5822222222222
16440,5,3640.67,728.134
13381,6,3639.31,606.5516666666666
17230,8,3638.41,454.80125
17528,8,3628.5,453.5625
13327,8,3627.77,453.47125
13520,6,3624.35,604.0583333333333
13082,9,3613.63,401.51444444444445
18079,4,3613.15,903.2875
16712,11,3611.31,328.3009090909091
15505,5,3610.96,722.192
13137,8,3603.29,450.41125
14543,16,3599.73,224.983125
15484,4,3590.41,897.6025
14132,11,3586.03,326.00272727272727
16242,7,3579.86,511.40857142857146
17576,19,3564.83,187.62263157894736
14040,12,3560.32,296.6933333333333
17203,6,3560.08,593.3466666666667
17491,10,3558.87,355.887
15544,9,3546.71,394.0788888888889
14503,6,3543.26,590.5433333333334
12370,4,3541.94,885.485
13448,6,3534.6900000000005,589.1150000000001
12454,1,3528.34,3528.34
17160,6,3518.0299999999997,586.3383333333333
13953,7,3515.68,502.23999999999995
15113,3,3509.4300000000003,1169.8100000000002
16131,6,3506.5400000000004,584.4233333333334
13334,3,3502.32,1167.44
14907,7,3501.1,500.15714285714284
16458,18,3482.7400000000002,193.48555555555558
14395,9,3479.9100000000003,386.6566666666667
13993,9,3466.36,385.1511111111111
13014,10,3466.2799999999997,346.628
15410,8,3450.84,431.355
16360,6,3450.41,575.0683333333333
15129,11,3447.4,313.40000000000003
13536,7,3444.39,492.05571428571426
15974,7,3442.15,491.7357142857143
17725,11,3439.08,312.64363636363635
15676,3,3435.7599999999998,1145.2533333333333
14221,9,3432.8,381.4222222222222
12406,2,3415.3,1707.65
15981,8,3408.48,426.06
17758,8,3408.2,426.025
13437,7,3408.0600000000004,486.8657142857143
17669,7,3406.7200000000003,486.67428571428576
13198,6,3401.2400000000002,566.8733333333333
15228,4,3386.71,846.6775
13842,9,3385.62,376.18
16011,16,3352.96,209.56
14227,10,3350.96,335.096
16818,11,3349.57,304.50636363636363
16607,14,3347.71,239.12214285714285
17183,6,3347.31,557.885
12643,6,3344.64,557.4399999999999
12613,5,3344.38,668.876
13015,5,3339.64,667.928
12594,10,3338.2200000000003,333.822
16556,7,3313.79,473.3985714285714
13373,3,3312.25,1104.0833333333333
14841,6,3295.76,549.2933333333334
15632,8,3285.31,410.66375
12480,4,3281.63,820.4075
15764,6,3279.9700000000003,546.6616666666667
17723,6,3276.4000000000005,546.0666666666667
14702,17,3251.79,191.28176470588235
13952,2,3251.071,1625.5355
13047,10,3237.54,323.754
15708,7,3235.25,462.17857142857144
14175,3,3222.2999999999997,1074.1
13880,13,3219.77,247.67461538461538
15443,7,3213.59,459.0842857142857
14388,8,3212.84,401.605
16107,7,3204.1600000000003,457.7371428571429
13868,2,3192.54,1596.27
13758,7,3190.55,455.79285714285714
14844,4,3189.81,797.4525
17220,14,3187.55,227.68214285714288
17050,6,3185.64,530.9399999999999
12456,3,3181.04,1060.3466666666666
17672,2,3178.17,1589.085
13268,11,3174.75,288.6136363636364
16837,11,3170.98,288.2709090909091
16041,3,3166.4,1055.4666666666667
17863,6,3160.0,526.6666666666666
15065,4,3158.13,789.5325
17685,7,3155.83,450.8328571428571
15861,8,3146.92,393.365
14235,5,3144.86,628.972
17231,10,3124.72,312.472
13685,7,3119.44,445.63428571428574
16678,12,3109.9900000000002,259.16583333333335
13742,12,3107.87,258.9891666666667
14099,11,3104.17,282.1972727272727
15491,6,3100.09,516.6816666666667
14257,5,3099.7200000000003,619.9440000000001
14565,4,3099.1200000000003,774.7800000000001
13135,1,3096.0,3096.0
16156,9,3092.04,343.56
13362,4,3090.7400000000002,772.6850000000001
16218,7,3084.68,440.6685714285714
13869,4,3083.65,770.9125
17059,5,3080.39,616.078
15998,5,3080.22,616.044
18272,6,3078.58,513.0966666666667
12910,8,3075.04,384.38
13631,11,3070.42,279.1290909090909
16940,3,3049.88,1016.6266666666667
16393,13,3040.96,233.92000000000002
16326,14,3039.22,217.08714285714285
17799,10,3039.17,303.91700000000003
16905,7,3037.6,433.9428571428571
16709,5,3029.87,605.9739999999999
12598,8,3023.08,377.885
12395,12,3018.63,251.5525
18094,7,3017.3,431.04285714285714
14456,9,3017.2799999999997,335.25333333333333
12754,3,3010.74,1003.5799999999999
15521,8,3000.2,375.025
17659,12,2999.46,249.955
17504,9,2997.03,333.00333333333333
12670,5,2996.05,599.21
14307,6,2995.72,499.28666666666663
15687,9,2993.1,332.56666666666666
14639,6,2984.49,497.41499999999996
14032,11,2975.59,270.5081818181818
15854,12,2969.12,247.42666666666665
16497,6,2965.69,494.2816666666667
17924,7,2962.5,423.2142857142857
16686,7,2959.88,422.84000000000003
14868,8,2953.59,369.19875
12916,4,2944.95,736.2375
17444,3,2940.04,980.0133333333333
16316,8,2938.91,367.36375
17512,10,2924.99,292.49899999999997
15606,9,2920.16,324.4622222222222
12906,5,2919.8100000000004,583.9620000000001
14112,7,2915.15,416.45
12438,2,2906.85,1453.425
13451,5,2898.2599999999998,579.6519999999999
17644,11,2895.64,263.24
18144,12,2888.75,240.72916666666666
12408,5,2888.5499999999997,577.7099999999999
13735,4,2883.54,720.885
16633,6,2883.1,480.51666666666665
14251,5,2879.7,575.9399999999999
17728,3,2876.01,958.6700000000001
14005,5,2874.72,574.944
15628,9,2870.2400000000002,318.91555555555556
13901,5,2867.2000000000003,573.44
12685,6,2863.08,477.18
14530,6,2862.11,477.0183333333334
18145,4,2861.55,715.3875
14535,3,2854.84,951.6133333333333
14711,11,2839.62,258.1472727272727
14852,6,2836.69,472.7816666666667
14842,4,2824.69,706.1725
16928,17,2814.7,165.5705882352941
16871,6,2812.34,468.72333333333336
12356,3,2811.43,937.1433333333333
18230,7,2810.2000000000003,401.4571428571429
17596,7,2806.69,400.9557142857143
14572,7,2804.54,400.6485714285714
16081,5,2799.42,559.884
13769,10,2796.51,279.651
14903,5,2795.33,559.066
12578,2,2794.51,1397.255
12758,2,2791.59,1395.795
17739,7,2791.35,398.7642857142857
14626,4,2791.27,697.8175
16764,13,2790.9500000000003,214.68846153846155
17213,7,2781.23,397.31857142857143
12388,6,2780.6600000000003,463.4433333333334
15984,10,2780.63,278.063
14121,4,2780.15,695.0375
15993,7,2777.67,396.81
13870,8,2770.94,346.3675
15114,10,2760.56,276.056
13971,8,2758.26,344.7825
13230,14,2755.63,196.8307142857143
15321,3,2748.31,916.1033333333334
17084,2,2747.99,1373.995
12669,3,2744.0299999999997,914.6766666666666
13174,3,2742.8199999999997,914.2733333333332
14854,7,2740.03,391.4328571428572
16003,5,2735.3700000000003,547.0740000000001
12840,4,2726.77,681.6925
15673,4,2726.23,681.5575
12380,4,2724.8100000000004,681.2025000000001
17838,5,2720.8,544.1600000000001
14125,3,2720.63,906.8766666666667
14808,8,2718.6,339.825
15356,10,2718.03,271.803
12708,10,2712.91,271.291
16938,4,2711.6800000000003,677.9200000000001
15696,8,2711.11,338.88875
17069,9,2709.7,301.0777777777778
13285,4,2709.12,677.28
15796,8,2708.61,338.57625
13654,6,2707.33,451.22166666666664
14107,7,2703.23,386.17571428571426
14732,8,2702.4900000000002,337.81125000000003
17386,6,2686.42,447.7366666666667
12625,2,2683.82,1341.91
13883,5,2674.48,534.896
18097,6,2662.4,443.73333333333335
14713,11,2662.2,242.0181818181818
12360,3,2662.06,887.3533333333334
14439,1,2661.2400000000002,2661.2400000000002
15671,7,2657.13,379.59000000000003
12721,6,2656.13,442.68833333333333
13851,3,2651.46,883.82
16618,5,2647.59,529.518
13658,5,2639.17,527.8340000000001
17655,7,2638.94,376.99142857142857
13771,4,2634.45,658.6125
12520,5,2634.2599999999998,526.852
17402,13,2633.85,202.60384615384615
18260,6,2628.35,438.05833333333334
15752,7,2626.6,375.2285714285714
13422,1,2626.3,2626.3
13644,4,2624.26,656.065
17346,15,2622.88,174.85866666666666
18210,6,2621.38,436.8966666666667
16255,8,2619.91,327.48875
14262,8,2618.23,327.27875
13021,9,2616.38,290.7088888888889
15782,3,2614.74,871.5799999999999
14397,19,2612.96,137.52421052631578
18075,10,2611.75,261.175
12836,4,2610.36,652.59
12726,7,2609.1,372.7285714285714
13136,5,2607.61,521.522
13983,12,2603.4300000000003,216.95250000000001
17317,3,2600.34,866.7800000000001
17965,14,2599.19,185.65642857142856
12600,10,2599.04,259.904
14408,7,2599.03,371.29
13895,4,2593.07,648.2675
16919,11,2592.25,235.6590909090909
16241,13,2590.31,199.2546153846154
14243,10,2588.77,258.877
13804,7,2588.39,369.77
18077,11,2584.41,234.94636363636363
13911,9,2580.91,286.7677777777778
14546,5,2573.93,514.786
18245,7,2567.06,366.72285714285715
15485,3,2564.5,854.8333333333334
16308,4,2560.0,640.0
15033,10,2557.18,255.718
16912,11,2555.58,232.32545454545453
14334,8,2552.21,319.02625
14676,6,2548.2400000000002,424.7066666666667
14776,11,2538.3,230.75454545454548
17700,4,2534.6400000000003,633.6600000000001
15572,7,2533.42,361.9171428571429
14659,9,2529.93,281.1033333333333
17314,8,2527.92,315.99
14701,9,2526.09,280.6766666666667
13394,8,2520.02,315.0025
17449,7,2519.21,359.88714285714286
15245,3,2515.84,838.6133333333333
13344,3,2511.69,837.23
12352,8,2506.04,313.255
13695,15,2504.13,166.942
13471,4,2501.84,625.46
15932,8,2495.87,311.98375
16477,7,2494.46,356.3514285714286
15271,15,2493.34,166.22266666666667
12483,8,2484.98,310.6225
12913,5,2483.63,496.726
12517,5,2481.6,496.32
14315,6,2481.13,413.5216666666667
13507,4,2479.1600000000003,619.7900000000001
13588,9,2478.95,275.43888888888887
17682,6,2474.33,412.3883333333333
17188,7,2474.23,353.4614285714286
14766,6,2473.37,412.2283333333333
16710,10,2467.9900000000002,246.79900000000004
17164,7,2467.35,352.4785714285714
12455,6,2466.86,411.1433333333334
17131,5,2463.17,492.634
15750,8,2463.05,307.88125
13784,11,2462.79,223.89
13975,6,2461.24,410.20666666666665
15674,5,2446.6,489.32
14163,4,2445.91,611.4775
14502,11,2429.83,220.89363636363635
17071,9,2429.03,269.89222222222224
15527,8,2428.53,303.56625
13949,6,2427.32,404.55333333333334
16143,6,2424.94,404.1566666666667
17722,4,2424.04,606.01
15089,6,2420.84,403.47333333333336
15373,12,2415.9100000000003,201.32583333333335
12397,2,2409.8999999999996,1204.9499999999998
17589,4,2404.17,601.0425
15980,3,2398.86,799.62
18065,14,2392.83,170.91642857142855
13141,5,2388.75,477.75
15370,7,2386.0499999999997,340.8642857142857
14493,5,2383.2400000000002,476.648
14239,11,2380.85,216.4409090909091
15270,7,2379.4900000000002,339.9271428571429
13722,3,2375.41,791.8033333333333
17434,7,2373.82,339.1171428571429
13908,4,2369.55,592.3875
17530,10,2367.12,236.712
15755,6,2364.25,394.0416666666667
12457,7,2363.23,337.6042857142857
14930,3,2362.96,787.6533333333333
14030,8,2358.84,294.855
17634,9,2358.59,262.0655555555556
14440,5,2357.6800000000003,471.53600000000006
15140,7,2354.25,336.32142857142856
14309,9,2352.53,261.39222222222224
12704,8,2340.84,292.605
18259,3,2338.6,779.5333333333333
12584,9,2338.15,259.7944444444445
18257,8,2337.63,292.20375
15281,9,2332.15,259.1277777777778
12782,5,2330.92,466.184
15785,5,2328.97,465.794
17313,1,2328.84,2328.84
17744,6,2322.4,387.06666666666666
17211,8,2317.22,289.6525
14290,5,2314.65,462.93
15365,7,2314.32,330.6171428571429
17954,12,2314.13,192.84416666666667
13704,9,2308.06,256.4511111111111
15288,5,2306.52,461.304
16550,5,2298.9700000000003,459.79400000000004
15105,7,2298.93,328.4185714285714
13115,4,2294.78,573.695
15704,4,2293.62,573.405
12615,4,2291.19,572.7975
17696,8,2285.71,285.71375
12684,7,2283.63,326.23285714285714
14554,4,2279.49,569.8725
13994,6,2274.14,379.0233333333333
13317,6,2273.6800000000003,378.9466666666667
14466,7,2272.4,324.62857142857143
16782,13,2267.9500000000003,174.45769230769233
16057,7,2263.12,323.30285714285714
16209,5,2262.62,452.524
16293,10,2248.9900000000002,224.89900000000003
13700,10,2248.63,224.863
17442,6,2248.56,374.76
14432,6,2248.5,374.75
15235,12,2247.51,187.29250000000002
16735,5,2247.4100000000003,449.4820000000001
16771,5,2242.61,448.52200000000005
13527,7,2242.36,320.33714285714285
14211,9,2241.1,249.0111111111111
14560,22,2237.77,101.71681818181818
16076,10,2234.73,223.473
18242,4,2232.49,558.1225
12783,6,2225.91,370.98499999999996
13365,2,2225.37,1112.685
15834,4,2225.15,556.2875
15665,2,2222.21,1111.105
14825,12,2221.01,185.08416666666668
15811,6,2218.62,369.77
12876,2,2218.02,1109.01
14226,5,2214.79,442.95799999999997
16743,7,2213.13,316.1614285714286
15722,5,2211.21,442.242
12653,2,2209.85,1104.925
13862,8,2209.36,276.17
15797,4,2207.4,551.85
15179,5,2206.9500000000003,441.39000000000004
17591,7,2203.67,314.81
15123,2,2199.31,1099.655
13831,6,2198.45,366.4083333333333
